filename,label
Image_1.jpg,0
Image_2.jpg,1
Image_3.jpg,0
Image_4.jpg,1
Image_5.jpg,2
Image_6.jpg,2
Image_7.jpg,1
Image_8.jpg,0
Image_9.jpg,2
Image_10.jpg,0
Image_11.jpg,2
Image_12.jpg,1
Image_13.jpg,0
Image_14.jpg,4
Image_15.jpg,1
Image_16.jpg,0
Image_17.jpg,3
Image_18.jpg,2
Image_19.jpg,0
Image_20.jpg,2
Image_21.jpg,2
Image_22.jpg,1
Image_23.jpg,4
Image_24.jpg,2
Image_25.jpg,0
Image_26.jpg,0
Image_27.jpg,2
Image_28.jpg,3
Image_29.jpg,0
Image_30.jpg,0
Image_31.jpg,2
Image_32.jpg,3
Image_33.jpg,2
Image_34.jpg,2
Image_35.jpg,1
Image_36.jpg,4
Image_37.jpg,2
Image_38.jpg,0
Image_39.jpg,4
Image_40.jpg,1
Image_41.jpg,3
Image_42.jpg,0
Image_43.jpg,1
Image_44.jpg,1
Image_45.jpg,1
Image_46.jpg,2
Image_47.jpg,1
Image_48.jpg,2
Image_49.jpg,2
Image_50.jpg,0
Image_51.jpg,0
Image_52.jpg,0
Image_53.jpg,1
Image_54.jpg,1
Image_55.jpg,3
Image_56.jpg,2
Image_57.jpg,2
Image_58.jpg,2
Image_59.jpg,0
Image_60.jpg,0
Image_61.jpg,0
Image_62.jpg,3
Image_63.jpg,0
Image_64.jpg,0
Image_65.jpg,1
Image_66.jpg,2
Image_67.jpg,0
Image_68.jpg,0
Image_69.jpg,2
Image_70.jpg,2
Image_71.jpg,3
Image_72.jpg,0
Image_73.jpg,0
Image_74.jpg,1
Image_75.jpg,2
Image_76.jpg,0
Image_77.jpg,1
Image_78.jpg,2
Image_79.jpg,0
Image_80.jpg,2
Image_81.jpg,2
Image_82.jpg,1
Image_83.jpg,0
Image_84.jpg,4
Image_85.jpg,1
Image_86.jpg,0
Image_87.jpg,0
Image_88.jpg,0
Image_89.jpg,2
Image_90.jpg,3
Image_91.jpg,2
Image_92.jpg,1
Image_93.jpg,2
Image_94.jpg,1
Image_95.jpg,1
Image_96.jpg,2
Image_97.jpg,1
Image_98.jpg,2
Image_99.jpg,1
Image_100.jpg,2
Image_101.jpg,1
Image_102.jpg,0
Image_103.jpg,0
Image_104.jpg,1
Image_105.jpg,0
Image_106.jpg,0
Image_107.jpg,2
Image_108.jpg,0
Image_109.jpg,0
Image_110.jpg,0
Image_111.jpg,1
Image_112.jpg,4
Image_113.jpg,2
Image_114.jpg,0
Image_115.jpg,0
Image_116.jpg,0
Image_117.jpg,0
Image_118.jpg,1
Image_119.jpg,2
Image_120.jpg,3
Image_121.jpg,1
Image_122.jpg,1
Image_123.jpg,0
Image_124.jpg,2
Image_125.jpg,0
Image_126.jpg,3
Image_127.jpg,0
Image_128.jpg,2
Image_129.jpg,1
Image_130.jpg,1
Image_131.jpg,0
Image_132.jpg,1
Image_133.jpg,2
Image_134.jpg,3
Image_135.jpg,0
Image_136.jpg,0
Image_137.jpg,0
Image_138.jpg,0
Image_139.jpg,2
Image_140.jpg,3
Image_141.jpg,0
Image_142.jpg,2
Image_143.jpg,0
Image_144.jpg,3
Image_145.jpg,1
Image_146.jpg,1
Image_147.jpg,0
Image_148.jpg,0
Image_149.jpg,0
Image_150.jpg,2
Image_151.jpg,2
Image_152.jpg,3
Image_153.jpg,2
Image_154.jpg,2
Image_155.jpg,1
Image_156.jpg,0
Image_157.jpg,1
Image_158.jpg,2
Image_159.jpg,3
Image_160.jpg,0
Image_161.jpg,3
Image_162.jpg,1
Image_163.jpg,3
Image_164.jpg,1
Image_165.jpg,0
Image_166.jpg,0
Image_167.jpg,2
Image_168.jpg,3
Image_169.jpg,0
Image_170.jpg,3
Image_171.jpg,0
Image_172.jpg,4
Image_173.jpg,3
Image_174.jpg,1
Image_175.jpg,3
Image_176.jpg,0
Image_177.jpg,3
Image_178.jpg,1
Image_179.jpg,3
Image_180.jpg,2
Image_181.jpg,0
Image_182.jpg,2
Image_183.jpg,1
Image_184.jpg,2
Image_185.jpg,2
Image_186.jpg,0
Image_187.jpg,2
Image_188.jpg,2
Image_189.jpg,0
Image_190.jpg,4
Image_191.jpg,0
Image_192.jpg,2
Image_193.jpg,0
Image_194.jpg,0
Image_195.jpg,3
Image_196.jpg,4
Image_197.jpg,4
Image_198.jpg,2
Image_199.jpg,0
Image_200.jpg,2
Image_201.jpg,2
Image_202.jpg,3
Image_203.jpg,2
Image_204.jpg,2
Image_205.jpg,3
Image_206.jpg,4
Image_207.jpg,2
Image_208.jpg,0
Image_209.jpg,0
Image_210.jpg,2
Image_211.jpg,1
Image_212.jpg,2
Image_213.jpg,1
Image_214.jpg,0
Image_215.jpg,0
Image_216.jpg,2
Image_217.jpg,0
Image_218.jpg,2
Image_219.jpg,0
Image_220.jpg,2
Image_221.jpg,2
Image_222.jpg,0
Image_223.jpg,2
Image_224.jpg,0
Image_225.jpg,2
Image_226.jpg,2
Image_227.jpg,1
Image_228.jpg,2
Image_229.jpg,0
Image_230.jpg,2
Image_231.jpg,1
Image_232.jpg,2
Image_233.jpg,2
Image_234.jpg,0
Image_235.jpg,2
Image_236.jpg,0
Image_237.jpg,2
Image_238.jpg,4
Image_239.jpg,3
Image_240.jpg,0
